Plate,Well,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,J10,SNCA WT: DoD 50,0.0991658,0.019146,18.2378,18.8596,0.844467,0.878808,477.341,417.409,360.789,3004910.0,445.679,9.56364,9.02597,1007.09,718.641,332341.0,166006.0,16741.6,6479.13,7198.95,14434.7,7934.29,0.939155,5524720.0,3131540.0,1529080.0,3334430.0,1261550.0,475.385,350.452,3771840.0,0.00825063,0.00764071,0.00814635,0.00762728,314.521,452.458,317.34,466.303,72701600.0,73758000.0,72063800.0,73680000.0,1.40978,1.49256,1.42367,1.49544,7.48423e-05,6.80807e-05,7.58253e-05,6.78509e-05,3.00682,3.06268,3.0193,3.06422,-0.268386,-0.235055,-0.258839,-0.234241,0.76867,0.736115,0.759395,0.735373,0.232319,0.206749,0.22396,0.206588,67.381,68.0795,67.5982,68.0792,2.01011,2.01256,2.00975,2.01247,2489.73,2523.53,2495.42,2523.52,9511.85,9567.53,9526.21,9560.45,443.147,501.875,4269.51,2905.77,1857240.0,377.308,515.435,-3.43761,2082.56,20.4808,-3.04812,821.374,1196.89,231.0,715.653,1644.33,-3.34236,16.3391,274.796,2554670.0,6194.75,342.236,412.26,289.173,5087.39,964.182,2414.52,0.467422,0.334278,0.616147,0.327195,0.225212,0.0,53.0,706.0,330.0,236.0,435.0,231.0,159.0,0.0698287,0.930171,2109.97
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,K10,SNCA WT: DoD 50,0.102666,0.0140575,18.0621,17.3807,0.595097,0.594532,462.277,417.23,426.435,2660810.0,445.04,8.26923,8.63842,961.892,742.458,275101.0,131415.0,16773.8,5827.28,6377.33,15633.9,7888.46,0.772046,4797310.0,2136410.0,1159630.0,2767200.0,946615.0,471.809,365.689,3721840.0,0.00425707,0.00385456,0.00416831,0.00387784,347.482,485.665,357.863,485.583,126303000.0,129389000.0,125528000.0,129345000.0,1.4752,1.55427,1.49361,1.55372,6.73452e-05,6.15743e-05,6.79954e-05,6.15339e-05,3.13983,3.19167,3.15484,3.19107,-0.274713,-0.245888,-0.264385,-0.246359,0.787064,0.760642,0.777468,0.761111,0.202556,0.179416,0.193102,0.179776,82.0727,82.9751,82.3274,82.9752,2.09448,2.09819,2.09511,2.09825,3443.29,3494.13,3450.3,3494.2,13235.4,13357.2,13250.0,13357.5,460.122,533.671,3249.7,2244.14,1088650.0,367.067,479.802,-2.60033,2052.73,19.7032,-2.52839,819.76,1184.92,231.0,707.725,1624.98,-2.68347,15.3848,279.333,2358140.0,5769.25,333.219,356.041,334.171,4282.41,641.519,2277.4,0.47117,0.327842,0.551895,0.291598,0.197694,0.0,43.0,607.0,286.0,199.0,335.0,177.0,120.0,0.0661538,0.933846,2198.9
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,L10,SNCA WT: DoD 50,0.0921847,0.00902438,19.5204,17.2461,0.428698,0.395488,455.544,450.364,553.206,3367550.0,506.185,8.98333,9.62679,1013.32,706.837,303995.0,147729.0,16978.0,6382.48,7477.39,14763.9,7841.07,0.770602,5093400.0,2377810.0,1270110.0,3085650.0,1027180.0,541.757,485.169,4247950.0,0.00485303,0.00438327,0.00473262,0.00439174,354.431,484.606,358.915,488.076,141271000.0,144312000.0,140321000.0,144249000.0,1.47723,1.55541,1.49265,1.55533,6.67585e-05,6.10846e-05,6.77357e-05,6.08684e-05,3.1569,3.20951,3.17101,3.20967,-0.27653,-0.247119,-0.266875,-0.247005,0.788982,0.762174,0.780033,0.761947,0.204758,0.181376,0.196143,0.181621,85.0354,85.9796,85.3004,85.9789,2.10734,2.11068,2.10813,2.11087,3616.7,3668.95,3623.86,3668.92,13908.4,14039.0,13925.7,14037.0,509.698,647.005,4056.65,2690.72,1290020.0,375.769,514.502,-3.74739,1839.15,20.9831,-3.40822,750.911,1074.44,231.0,652.222,1463.26,-3.58379,16.485,234.906,2460280.0,6098.31,325.186,422.857,452.255,4998.79,1085.86,2458.38,0.505902,0.335582,0.536256,0.352445,0.220911,0.0,28.0,593.0,300.0,199.0,318.0,209.0,131.0,0.0450886,0.954911,2359.7
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,M10,SNCA WT: DoD 50,0.108639,0.00913984,17.6569,21.0449,0.41993,0.482411,458.23,559.606,632.807,3707320.0,688.994,8.16564,9.78607,893.825,751.801,291387.0,151112.0,15257.2,5523.51,6624.88,15432.7,6990.95,0.702645,4973860.0,2179590.0,1182030.0,3101970.0,936787.0,790.284,564.909,5524830.0,0.00477335,0.00434703,0.00470648,0.004336,347.93,490.51,347.965,484.278,114873000.0,117292000.0,114112000.0,117336000.0,1.45993,1.53983,1.47467,1.53858,6.97952e-05,6.35114e-05,7.04982e-05,6.35874e-05,3.11751,3.1716,3.13081,3.17059,-0.277909,-0.24778,-0.268325,-0.248199,0.787813,0.760075,0.778933,0.76039,0.211312,0.187276,0.202439,0.187859,81.1825,82.1221,81.4219,82.1219,2.08665,2.09099,2.08759,2.09102,3439.77,3492.24,3446.35,3492.15,13224.5,13350.9,13243.3,13353.7,723.789,1172.14,3507.86,2087.34,1154090.0,381.322,528.068,-2.29497,1912.98,18.6126,-3.40301,793.897,1111.14,231.0,671.657,1517.9,-3.71173,15.8598,261.77,2352780.0,5676.18,330.295,387.27,258.824,4544.06,909.146,2488.68,0.547899,0.359664,0.552941,0.337815,0.22521,1.0,15.0,595.0,326.0,214.0,329.0,201.0,134.0,0.0245902,0.97541,2360.96
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,N10,SNCA WT: DoD 50,0.23663,0.0354718,20.316,19.5261,1.75246,1.68682,478.386,382.209,452.062,2613880.0,377.319,9.45515,8.31443,1053.94,731.278,317235.0,141868.0,17386.7,5764.8,6838.86,15499.6,7414.33,0.723252,5233400.0,2174760.0,1176020.0,3006920.0,949034.0,398.814,407.978,2956940.0,0.00547674,0.00501053,0.00535979,0.00499325,345.371,482.372,348.653,491.843,116010000.0,117963000.0,115123000.0,117917000.0,1.47488,1.55259,1.49148,1.55673,6.61449e-05,6.05356e-05,6.69386e-05,6.01479e-05,3.13903,3.191,3.15328,3.19287,-0.276231,-0.247615,-0.266438,-0.246526,0.787231,0.760991,0.778092,0.760265,0.204834,0.182115,0.195403,0.181215,80.9622,81.8321,81.2011,81.8314,2.09492,2.09917,2.09585,2.09935,3305.24,3351.03,3310.85,3351.05,12690.0,12792.1,12702.6,12787.4,392.762,371.535,3634.15,2221.78,1155660.0,365.391,484.591,-3.60971,1710.81,20.4027,-2.88038,693.314,1002.26,231.0,618.754,1360.28,-3.04858,23.8299,211.831,2354500.0,6029.35,345.191,385.046,388.162,5451.25,890.972,2490.27,0.487055,0.330097,0.514563,0.313916,0.20712,0.0,21.0,618.0,301.0,204.0,318.0,194.0,128.0,0.0328638,0.967136,2222.89
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,O10,SNCA WT: DoD 50,0.090167,0.01077,17.4241,16.7491,0.44356,0.441674,457.166,436.483,469.443,2370970.0,472.303,6.91667,9.36196,826.705,712.877,218250.0,116199.0,14156.0,4919.65,5431.98,14325.0,6332.44,0.758394,3737190.0,1770830.0,964251.0,2334970.0,778890.0,514.056,380.553,3255230.0,0.00567659,0.00526942,0.00556576,0.00528392,358.714,502.371,358.51,494.728,122873000.0,124912000.0,121473000.0,125001000.0,1.50746,1.58724,1.52072,1.5845,6.12845e-05,5.55356e-05,6.22494e-05,5.5729e-05,3.192,3.24385,3.2042,3.2416,-0.274269,-0.246047,-0.265275,-0.247295,0.790312,0.764217,0.78194,0.76553,0.189632,0.167204,0.181009,0.167691,84.8956,85.7773,85.1264,85.7801,2.12324,2.12724,2.12391,2.12726,3560.44,3608.94,3565.57,3609.11,13685.6,13794.0,13696.8,13798.6,522.413,668.508,2464.1,1565.72,803297.0,363.014,476.954,-3.71586,1563.63,22.1902,-2.87537,660.712,927.255,231.0,580.464,1249.84,-3.07849,19.2174,194.523,2107110.0,5372.41,337.685,363.879,264.114,4135.72,717.199,2204.37,0.490706,0.364312,0.605948,0.302974,0.228625,0.0,31.0,538.0,264.0,196.0,326.0,163.0,123.0,0.0544815,0.945518,2177.52
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,B11,SNCA WT: DoD 50,0.114194,0.02154,19.7439,20.0758,1.05242,1.05541,494.941,419.23,413.467,2720300.0,438.374,10.5433,13.9038,976.656,948.397,372106.0,404017.0,18265.0,6942.11,6488.79,18160.8,7610.86,0.473039,6958950.0,3659680.0,2360320.0,7736520.0,2663800.0,435.093,459.408,3311430.0,0.00305325,0.00273698,0.00296825,0.00274153,408.732,572.152,417.629,580.545,217475000.0,221249000.0,216567000.0,221173000.0,1.55543,1.63925,1.57195,1.64157,5.64949e-05,5.07839e-05,5.71819e-05,5.0548e-05,3.29647,3.34959,3.3103,3.35088,-0.276048,-0.24785,-0.267056,-0.247173,0.799788,0.774143,0.791641,0.773546,0.17444,0.151585,0.165328,0.151397,97.2243,98.2315,97.5137,98.2323,2.19074,2.19308,2.19137,2.19309,4429.79,4488.51,4438.57,4488.62,17069.5,17205.7,17087.4,17201.8,432.079,454.215,3381.4,3094.5,1907110.0,371.379,499.833,-3.25723,1562.92,23.1405,-2.79384,667.984,926.007,231.0,580.368,1248.6,-3.11324,19.3079,193.385,2976880.0,7427.34,323.349,341.345,328.406,5325.73,849.885,4089.13,0.549784,0.49062,0.813853,0.614719,0.505051,0.0,50.0,693.0,381.0,340.0,564.0,426.0,350.0,0.0672948,0.932705,2462.72
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,C11,SNCA WT: DoD 50,0.123983,0.0169674,21.5038,19.1768,0.868308,0.803259,547.115,432.959,523.767,3268190.0,465.738,10.6958,13.9727,1059.35,980.825,400434.0,358982.0,18494.9,7127.12,7548.5,18029.7,8135.76,0.586823,6991060.0,3872380.0,2387580.0,6598890.0,2489540.0,470.479,429.931,3827700.0,0.00419939,0.00380219,0.00413685,0.00379682,373.194,535.979,379.773,537.012,164767000.0,167369000.0,164683000.0,167386000.0,1.50244,1.58928,1.5179,1.58977,6.30057e-05,5.66609e-05,6.41949e-05,5.6636e-05,3.19388,3.25004,3.20651,3.25007,-0.273076,-0.241626,-0.264248,-0.241619,0.789554,0.75979,0.781242,0.759861,0.195633,0.170953,0.186989,0.170944,85.1518,86.0053,85.4238,86.0049,2.12794,2.1298,2.1277,2.12965,3622.34,3668.4,3630.83,3668.33,13919.9,14009.2,13940.8,14008.5,451.39,510.307,4508.03,3518.9,2312620.0,369.975,472.941,-2.50399,1844.91,23.9825,-2.0896,744.821,1077.22,231.0,653.575,1467.32,-2.33863,16.1082,239.364,3130210.0,7618.3,348.253,388.606,387.058,5514.44,1013.83,3790.35,0.570136,0.505279,0.773756,0.552036,0.461538,1.0,45.0,663.0,378.0,335.0,513.0,366.0,306.0,0.0635593,0.936441,2365.39
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,D11,SNCA WT: DoD 50,0.118626,0.0133695,20.5279,21.1317,0.653788,0.679713,461.829,409.95,434.321,3284130.0,431.492,10.331,13.6925,982.522,892.551,421502.0,333814.0,18597.5,7306.02,8011.05,17767.0,8157.46,0.612446,7978340.0,4069620.0,2659390.0,6644860.0,2553290.0,440.448,371.203,3592940.0,0.00512235,0.00478111,0.00502374,0.00479492,401.992,558.128,407.032,559.415,218205000.0,222263000.0,217995000.0,222300000.0,1.52974,1.61123,1.54432,1.61194,5.99196e-05,5.42256e-05,6.08877e-05,5.41619e-05,3.26728,3.3201,3.2803,3.32085,-0.276729,-0.248073,-0.268718,-0.247739,0.797099,0.771242,0.789952,0.770749,0.184467,0.161339,0.176139,0.161204,94.2217,95.2254,94.5547,95.2259,2.17403,2.17565,2.17489,2.17551,4188.1,4245.41,4199.22,4245.4,16119.7,16256.0,16150.8,16255.4,423.072,454.584,4557.85,3521.82,2315390.0,364.555,482.553,-2.56883,1912.91,23.0652,-2.42,778.904,1112.58,231.0,671.449,1519.21,-2.71407,18.3186,258.114,2927720.0,7434.27,315.246,361.924,299.069,5613.74,1262.14,3833.17,0.618156,0.524496,0.731988,0.538905,0.451009,1.0,24.0,694.0,429.0,364.0,508.0,374.0,313.0,0.0334262,0.966574,2546.27
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,E11,SNCA WT: DoD 50,0.110751,0.017356,19.6777,19.75,0.806917,0.815768,494.909,426.649,395.798,3447200.0,456.224,11.2492,13.332,1083.38,925.586,326097.0,236950.0,18798.7,7136.36,8079.7,17479.9,7915.99,0.646396,5658400.0,2892530.0,1584270.0,4474860.0,1488210.0,472.231,404.882,3738180.0,0.00616652,0.00565721,0.00610418,0.0056961,355.201,495.855,354.834,498.608,133125000.0,135436000.0,132510000.0,135418000.0,1.46378,1.54429,1.47703,1.54492,6.80714e-05,6.2084e-05,6.93249e-05,6.20228e-05,3.11452,3.16855,3.12659,3.16812,-0.267878,-0.236591,-0.259101,-0.237097,0.777755,0.747558,0.769214,0.748146,0.210921,0.18694,0.202431,0.187101,79.4434,80.2924,79.7311,80.2903,2.07309,2.0759,2.0736,2.07585,3239.24,3284.46,3249.74,3284.31,12427.1,12524.9,12460.2,12522.9,453.848,512.852,4989.39,3505.48,1786200.0,356.862,465.699,-1.74099,1927.51,23.2035,-2.16969,776.75,1119.6,231.006,675.08,1529.56,-2.45305,17.2018,250.282,2570190.0,6352.69,334.528,360.38,263.379,5447.68,1025.64,3094.04,0.523478,0.386087,0.622609,0.445217,0.326957,1.0,31.0,575.0,301.0,222.0,358.0,256.0,188.0,0.0511551,0.948845,2233.59
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,F11,SNCA WT: DoD 50,0.107424,0.0170169,16.2539,15.5806,0.672204,0.644243,534.606,475.245,403.091,4105880.0,534.304,11.9948,12.3945,1135.74,904.829,433852.0,295879.0,19071.4,6901.76,8639.51,16816.7,7736.54,0.681854,7285290.0,3749550.0,2153350.0,5499050.0,2034710.0,559.606,377.046,4329410.0,0.00571698,0.00514775,0.00563766,0.00517884,323.348,478.032,337.921,486.609,111269000.0,113161000.0,110227000.0,113070000.0,1.42833,1.51785,1.44618,1.51809,7.29004e-05,6.56512e-05,7.3806e-05,6.58728e-05,3.07518,3.13562,3.08922,3.13493,-0.279073,-0.244105,-0.268972,-0.244698,0.785265,0.752835,0.775923,0.753416,0.225762,0.19865,0.216853,0.199053,74.7004,75.5099,74.9013,75.5109,2.06413,2.06585,2.06296,2.06582,3001.07,3042.48,3005.53,3042.58,11512.3,11588.3,11514.7,11584.4,519.487,646.074,5416.46,3478.73,2350740.0,375.286,500.781,-2.55866,2117.92,22.7494,-2.7346,845.043,1217.55,231.0,724.604,1673.19,-2.93739,18.8308,288.193,2610840.0,6369.42,347.393,432.477,329.4,6190.01,1184.23,3112.69,0.568452,0.464286,0.645833,0.486607,0.391369,0.0,45.0,672.0,382.0,312.0,434.0,327.0,263.0,0.0627615,0.937238,2268.15
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,G11,SNCA WT: DoD 50,0.0918324,0.0128041,16.0083,14.6549,0.503215,0.455744,505.758,497.099,403.807,3603180.0,574.031,10.1645,10.1533,1018.32,769.868,396125.0,220952.0,17521.9,5917.12,7248.42,14719.5,7002.26,0.70348,6816030.0,2971850.0,1674540.0,4224510.0,1400450.0,623.696,337.907,4367280.0,0.00936476,0.00872277,0.00929726,0.00874912,349.098,491.641,354.427,489.195,126182000.0,128790000.0,125623000.0,128784000.0,1.43895,1.51919,1.45551,1.52032,7.09933e-05,6.51188e-05,7.16921e-05,6.48141e-05,3.07807,3.13232,3.09225,3.13288,-0.27748,-0.245898,-0.267622,-0.245653,0.781984,0.752889,0.772832,0.752535,0.224462,0.200275,0.2153,0.199677,79.0863,79.9679,79.3746,79.9685,2.06097,2.06416,2.06129,2.06414,3291.65,3339.54,3300.99,3339.61,12639.6,12748.1,12666.5,12749.6,585.492,810.13,4285.96,2663.0,1757250.0,355.754,452.046,-0.410486,2274.25,21.5303,-1.99404,925.161,1306.01,231.0,765.362,1799.37,-2.23756,16.8878,326.141,2258720.0,5716.48,343.536,382.24,313.643,5277.47,940.588,2438.52,0.601236,0.437403,0.633694,0.443586,0.309119,1.0,28.0,647.0,389.0,283.0,410.0,287.0,200.0,0.0414815,0.958519,2255.26
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,H11,SNCA WT: DoD 50,0.125769,0.0135103,17.8034,19.4425,0.595928,0.631971,531.422,378.664,521.14,2493810.0,380.796,9.67552,10.6228,1047.8,857.083,355203.0,195415.0,18321.8,5797.24,6585.81,16238.7,6766.61,0.620795,6211080.0,2298450.0,1408730.0,3702430.0,1123260.0,395.586,398.975,2676780.0,0.00370403,0.00332576,0.00361781,0.00336755,393.12,538.742,392.063,543.946,138663000.0,141566000.0,137334000.0,141507000.0,1.52646,1.60552,1.54123,1.60529,6.04493e-05,5.49333e-05,6.12881e-05,5.49698e-05,3.21895,3.27064,3.23193,3.27033,-0.271685,-0.243676,-0.262497,-0.244186,0.790106,0.764063,0.781451,0.764576,0.185615,0.16277,0.176765,0.163452,89.3333,90.3132,89.5629,90.3142,2.13863,2.14301,2.13982,2.14299,3880.62,3936.85,3885.12,3936.95,14925.1,15064.5,14935.8,15062.4,390.953,386.369,3278.53,2203.56,1144210.0,349.358,465.193,-2.8463,1567.23,21.4676,-2.68454,646.668,925.707,231.0,581.266,1249.19,-2.94876,14.5309,192.49,2128850.0,5613.86,355.688,366.813,294.411,5198.1,792.235,2528.2,0.5424,0.3888,0.5584,0.3648,0.2656,0.0,34.0,625.0,339.0,243.0,349.0,228.0,166.0,0.0515933,0.948407,2247.79
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,I11,SNCA WT: DoD 50,0.0786977,0.0095735,19.8651,19.6573,0.455726,0.451737,489.316,476.299,406.527,3886720.0,529.934,9.60417,10.5784,1077.32,851.314,310268.0,157493.0,18986.2,6420.1,8160.25,16493.8,8593.23,0.756831,5468030.0,2309350.0,1129940.0,3051340.0,910882.0,584.636,324.916,5023910.0,0.00667721,0.00613034,0.00659215,0.00611797,344.21,473.857,347.128,477.713,115095000.0,117168000.0,114184000.0,117138000.0,1.43215,1.50796,1.44733,1.51021,7.35643e-05,6.80023e-05,7.48825e-05,6.7501e-05,3.04857,3.09916,3.06092,3.09982,-0.267795,-0.237654,-0.258111,-0.237264,0.772161,0.743277,0.762724,0.742966,0.223716,0.200203,0.214855,0.200015,76.1297,76.9414,76.3564,76.9428,2.03193,2.03492,2.03175,2.03494,3067.35,3110.09,3072.76,3110.2,11762.4,11857.6,11775.6,11856.1,555.881,738.658,5000.81,2906.99,1415230.0,336.707,416.268,-1.42875,2050.44,27.0124,-1.52543,815.276,1186.56,231.0,706.851,1625.81,-1.70157,31.8394,285.545,2130000.0,5629.32,336.282,390.923,275.758,5484.67,953.039,2607.47,0.520796,0.318264,0.511754,0.334539,0.191682,0.0,35.0,553.0,288.0,176.0,283.0,185.0,106.0,0.0595238,0.940476,2211.39
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,J11,SNCA WT: DoD 50,0.0685912,0.00680113,16.6667,19.3766,0.290672,0.323917,463.628,407.014,800.487,2610000.0,438.342,7.63598,9.85955,962.632,793.348,230069.0,141216.0,17322.3,5408.68,6412.56,17165.0,6641.58,0.60235,4140040.0,1840410.0,887024.0,3055370.0,783706.0,463.354,580.434,3077400.0,0.00791153,0.0074371,0.00784205,0.0074974,378.72,506.982,382.695,511.397,145240000.0,148681000.0,144750000.0,148652000.0,1.51015,1.5817,1.52785,1.58288,6.13499e-05,5.64754e-05,6.17136e-05,5.61739e-05,3.1764,3.22322,3.1916,3.22323,-0.265565,-0.239335,-0.255058,-0.23963,0.778722,0.753852,0.768542,0.754176,0.189011,0.168557,0.179448,0.168752,87.6893,88.6526,87.9752,88.6539,2.101,2.10648,2.10307,2.10628,3739.3,3794.69,3747.19,3794.78,14377.1,14522.1,14398.6,14520.4,463.378,593.213,3376.86,1932.5,969158.0,332.755,419.593,-1.93342,1642.11,23.2241,-2.0182,720.419,970.133,231.0,601.048,1311.85,-2.18972,17.2643,231.474,1791740.0,5111.36,322.635,345.987,343.569,4517.31,631.028,2529.74,0.473267,0.324752,0.568317,0.352475,0.233663,0.0,35.0,505.0,239.0,164.0,287.0,178.0,118.0,0.0648148,0.935185,2223.18
SNCA-Mat61-x40-d50-map2-snca-th-p1-AV,K11,SNCA WT: DoD 50,0.122599,0.0148075,21.3044,18.1431,0.75174,0.669071,470.983,382.395,450.747,2266780.0,390.968,9.16026,9.10044,962.016,727.493,300149.0,166596.0,16577.1,5343.37,5927.84,14523.9,6328.27,0.650534,5172060.0,2163660.0,1122110.0,3325980.0,968226.0,410.958,346.651,2600650.0,0.00555933,0.00513383,0.00551329,0.00517197,326.307,458.727,328.307,460.074,97698800.0,99127000.0,97155400.0,99086500.0,1.46321,1.53988,1.47357,1.53773,6.85962e-05,6.28475e-05,7.00307e-05,6.30465e-05,3.09736,3.14764,3.1074,3.14609,-0.264608,-0.235915,-0.256558,-0.236982,0.773539,0.745735,0.765548,0.746947,0.205395,0.183327,0.197993,0.184216,76.3855,77.2144,76.6436,77.2144,2.05667,2.0609,2.05721,2.06074,2993.62,3036.45,3001.46,3036.43,11478.5,11571.3,11500.6,11570.6,400.979,419.01,2965.07,1940.8,1082250.0,353.074,467.751,-2.99725,1731.87,24.5899,-2.54404,724.448,1014.07,231.0,624.396,1377.2,-2.81769,32.9601,229.211,2020450.0,5285.76,336.335,348.643,314.862,4940.31,721.899,2505.08,0.485226,0.326594,0.567652,0.356143,0.237947,0.0,54.0,643.0,312.0,210.0,365.0,229.0,153.0,0.0774749,0.922525,2212.01
