Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
F07,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Tunicamycin,0.264714,0.0712426,40.2512,33.1983,7.17786,6.02193,654.294,334.464,515.339,2843910.0,349.064,5.29762,10.0237,519.918,677.115,305712.0,399498.0,14646.4,6267.2,8502.88,15771.3,6123.29,0.630514,8612090.0,5866990.0,3685110.0,9305090.0,3612740.0,350.35,625.091,2145300.0,0.00232027,0.00208781,0.00222134,0.00210076,422.713,626.275,440.536,618.671,180798000.0,183676000.0,179443000.0,183720000.0,1.60698,1.69453,1.62385,1.69211,4.95238e-05,4.42044e-05,5.01013e-05,4.43737e-05,3.36105,3.41166,3.3752,3.41017,-0.305784,-0.28191,-0.297206,-0.282706,0.833748,0.816109,0.827182,0.816685,0.159852,0.139209,0.150754,0.139401,108.65,109.831,108.961,109.831,2.2547,2.26104,2.25698,2.26073,5615.06,5689.46,5626.31,5689.45,21754.7,21931.0,21776.3,21934.8,218.074,234.869,4275.36,2796.92,1644590.0,2950000.0,357.78,537.156,-5.45857,1012.68,12.0037,-4.63165,505.311,604.431,171.0,393.011,809.376,-5.16714,10.9,136.743,2461560.0,6837.41,322.876,268.623,349.285,3501.68,822.371,2953.17,0.852174,0.852174,1.0,0.855072,0.855072,3.0,472.0,690.0,588.0,588.0,690.0,590.0,590.0,0.406196,0.593804,2420.38
F09,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Tunicamycin,0.0981248,0.0275253,26.4652,29.0232,1.77419,1.96115,623.074,379.698,383.997,3441190.0,383.425,5.49537,11.9696,679.211,904.36,293419.0,387066.0,17111.6,7707.7,9062.97,20122.8,8037.32,0.602966,7392220.0,5193080.0,3329730.0,8612560.0,3439980.0,386.154,452.646,3103640.0,0.00178651,0.00159756,0.00169207,0.00159653,398.793,574.73,416.068,571.538,162275000.0,165636000.0,161279000.0,165694000.0,1.59885,1.68183,1.61891,1.68159,5.05106e-05,4.54328e-05,5.06658e-05,4.53861e-05,3.34401,3.39212,3.36054,3.39198,-0.295071,-0.272105,-0.285278,-0.272162,0.823444,0.805464,0.815561,0.805548,0.156118,0.136288,0.14655,0.136396,104.483,105.644,104.823,105.643,2.2313,2.23746,2.23391,2.23752,5219.24,5291.88,5231.79,5291.81,20206.2,20391.4,20235.1,20392.6,302.017,333.153,4625.26,4261.93,1841150.0,2650280.0,342.455,531.204,-5.70697,1031.93,10.046,-4.93605,505.331,613.416,171.0,398.018,822.997,-5.48876,6.02414,136.515,2959230.0,7937.3,308.114,305.567,298.951,4863.73,1178.16,4336.5,0.753927,0.753927,1.0,0.746946,0.746946,1.0,530.0,573.0,432.0,432.0,573.0,428.0,428.0,0.480508,0.519492,2181.13
M03,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Sodium Arsenite,0.111928,0.0240861,28.0526,34.6449,1.69113,2.048,592.18,348.156,529.256,3075490.0,387.806,4.39437,7.09148,585.318,599.785,207788.0,190132.0,14851.7,5767.58,8833.66,13970.3,5716.85,0.863701,5272370.0,3824980.0,2047490.0,4428590.0,1812240.0,390.222,702.876,2230840.0,0.00193738,0.00174493,0.0018442,0.00174912,430.615,613.257,439.645,614.298,175847000.0,178629000.0,174856000.0,178627000.0,1.61676,1.69904,1.63357,1.69898,4.85412e-05,4.37111e-05,4.91034e-05,4.37387e-05,3.36479,3.41267,3.3796,3.41277,-0.298201,-0.275686,-0.289332,-0.275671,0.828365,0.811108,0.821327,0.811177,0.153358,0.133753,0.144119,0.133805,109.432,110.599,109.811,110.599,2.24562,2.25287,2.24907,2.2528,5500.53,5572.12,5516.38,5572.07,21291.4,21467.1,21335.6,21466.3,277.362,373.576,4494.29,2283.57,810669.0,1946030.0,345.013,465.883,-4.49917,922.347,12.9969,-3.51853,454.207,559.98,171.0,369.43,743.146,-3.99237,10.7871,115.381,2584320.0,6780.67,329.151,318.197,349.381,3494.18,659.201,2440.28,0.819861,0.819861,1.0,0.732102,0.732102,1.0,367.0,433.0,355.0,355.0,433.0,317.0,317.0,0.45875,0.54125,2280.16
J14,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.107919,0.0256065,26.9984,28.2241,1.71594,1.77429,573.693,338.512,382.626,2276970.0,344.802,4.25735,10.0229,503.93,755.069,274138.0,394901.0,14713.7,6042.65,6726.39,17317.4,6147.29,0.51096,8004260.0,4627760.0,3287200.0,9056990.0,3215030.0,342.975,459.466,2108370.0,0.00199844,0.00180073,0.00189874,0.00179915,425.936,588.66,439.779,585.256,177753000.0,181124000.0,176186000.0,181152000.0,1.61658,1.69471,1.63681,1.6934,4.83044e-05,4.37509e-05,4.85748e-05,4.3832e-05,3.36659,3.41211,3.38269,3.41167,-0.287823,-0.266149,-0.27818,-0.266407,0.81756,0.800178,0.809512,0.800365,0.150318,0.131533,0.140691,0.131563,109.159,110.363,109.492,110.364,2.2363,2.24331,2.23923,2.24314,5415.95,5492.81,5427.51,5492.86,20955.7,21163.4,20981.9,21165.3,269.691,285.553,3023.83,2829.53,1539270.0,2080400.0,322.276,493.966,-5.6004,923.034,11.177,-4.50352,464.468,560.086,171.0,369.828,743.655,-5.06437,6.6244,117.938,2064650.0,6228.24,300.95,255.801,317.337,4597.99,1030.24,4311.96,0.790698,0.790698,1.0,0.760174,0.760174,1.0,372.0,688.0,544.0,544.0,688.0,523.0,523.0,0.350943,0.649057,2231.07
I14,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.196487,0.0568934,35.0587,29.1111,4.99533,4.19052,524.452,434.184,390.989,2518810.0,488.63,5.1674,9.85238,618.079,831.362,140304.0,174586.0,15250.1,5540.72,5801.25,17778.0,5726.51,0.509674,3461770.0,1902810.0,1257740.0,3733380.0,1196840.0,491.416,402.109,2814100.0,0.00200673,0.0018104,0.00190415,0.00181441,436.991,592.982,433.963,597.447,145345000.0,147895000.0,143933000.0,147905000.0,1.60834,1.68142,1.62503,1.68294,4.95846e-05,4.53928e-05,4.99495e-05,4.52671e-05,3.31402,3.35679,3.32891,3.35748,-0.284895,-0.264426,-0.275416,-0.264116,0.812057,0.795323,0.80382,0.795166,0.153248,0.135709,0.144065,0.1354,103.463,104.594,103.777,104.595,2.19968,2.20727,2.2029,2.2075,5034.11,5106.36,5044.96,5106.43,19456.5,19650.9,19489.7,19648.8,506.981,600.113,2635.06,2685.98,609718.0,864299.0,318.748,473.375,-5.95674,882.946,11.9491,-4.33665,448.74,541.874,171.0,359.169,715.648,-4.81492,8.45997,112.545,1798240.0,5636.81,304.755,281.781,382.022,4885.56,994.832,4435.52,0.692073,0.692073,1.0,0.640244,0.637195,0.0,107.0,328.0,227.0,227.0,328.0,210.0,209.0,0.245977,0.754023,1826.58
I11,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.124364,0.0416561,31.6833,29.3162,3.2714,3.00471,543.544,312.302,361.52,4303240.0,375.903,3.79192,9.99588,499.612,760.654,247308.0,368917.0,13931.5,7491.32,13779.1,21940.7,12252.0,0.835194,6896090.0,8887510.0,3708200.0,10641200.0,5942230.0,339.02,385.002,4153680.0,0.00454034,0.00425307,0.00443392,0.00426039,420.389,582.12,430.498,580.106,173637000.0,177019000.0,172523000.0,177052000.0,1.59105,1.67102,1.60789,1.67029,5.09958e-05,4.61583e-05,5.17386e-05,4.60974e-05,3.33999,3.38813,3.35441,3.38768,-0.287007,-0.26341,-0.278188,-0.26362,0.813386,0.794005,0.805799,0.794204,0.160716,0.140498,0.151666,0.140729,103.737,104.878,104.05,104.878,2.21843,2.22351,2.22041,2.22345,4987.66,5057.34,4997.51,5057.39,19269.9,19450.2,19291.6,19451.5,275.396,342.542,10097.9,4347.89,2152210.0,6513150.0,320.659,517.29,-5.19232,1341.15,10.8281,-4.6328,601.619,784.408,172.848,479.745,1067.7,-5.1661,7.16926,181.775,4289680.0,13988.9,305.296,262.3,323.484,4339.45,1721.23,4118.46,0.767442,0.767442,1.0,0.751938,0.751938,2.0,304.0,645.0,495.0,495.0,645.0,485.0,485.0,0.320337,0.679663,2175.58
O07,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Sodium Arsenite,0.127162,0.0328088,30.9017,29.1941,2.50576,2.41238,487.616,347.259,389.566,2699630.0,355.648,8.26822,13.266,691.929,796.238,474663.0,547812.0,14715.7,5939.87,7774.11,16879.8,6107.98,0.565656,10095000.0,6569130.0,4074750.0,11613300.0,4196180.0,350.34,498.388,2139870.0,0.00178117,0.00159194,0.00168567,0.00159082,422.613,616.398,438.11,611.864,173815000.0,176619000.0,172557000.0,176664000.0,1.61302,1.69758,1.63074,1.69701,4.90115e-05,4.39784e-05,4.94974e-05,4.39699e-05,3.35452,3.40315,3.36974,3.40288,-0.297767,-0.27491,-0.288499,-0.275029,0.827536,0.810007,0.820177,0.810109,0.153529,0.133869,0.144098,0.133901,108.66,109.861,108.986,109.863,2.23839,2.24591,2.24154,2.24602,5595.72,5671.77,5607.93,5671.94,21680.5,21869.0,21707.9,21871.9,239.139,267.615,3543.98,2472.26,1695970.0,2994660.0,354.455,484.908,-4.49643,967.287,11.7207,-3.79591,474.51,582.57,171.0,381.147,776.563,-4.32918,8.28479,123.029,2113340.0,6008.67,311.957,272.178,320.433,4771.79,1207.62,4270.82,0.811834,0.811834,1.0,0.814201,0.813018,1.0,612.0,845.0,686.0,686.0,845.0,688.0,687.0,0.420041,0.579959,2353.18
F10,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Tunicamycin,0.155522,0.0747675,33.1918,32.95,6.27139,6.21181,658.855,321.134,345.44,3731190.0,329.486,5.84164,11.1201,635.667,797.713,357245.0,405238.0,17338.4,7552.62,11618.8,17239.3,7433.94,0.869,9744190.0,7610310.0,4244570.0,8757550.0,3776440.0,335.675,384.363,2495390.0,0.00258901,0.00235974,0.00250146,0.00236895,432.879,624.595,444.168,615.997,185064000.0,188296000.0,183664000.0,188348000.0,1.61211,1.69644,1.6278,1.69393,4.89315e-05,4.39979e-05,4.971e-05,4.40954e-05,3.36222,3.41182,3.37593,3.41069,-0.293596,-0.270008,-0.284985,-0.270572,0.823216,0.804542,0.816084,0.804951,0.155524,0.135194,0.14662,0.13556,108.213,109.418,108.5,109.417,2.24091,2.24693,2.24312,2.24675,5427.31,5503.17,5435.71,5503.12,21001.2,21190.4,21016.2,21194.6,253.908,249.042,7325.03,4125.43,2318490.0,4797890.0,337.25,515.492,-5.75628,1041.95,10.5009,-4.55521,494.436,621.408,171.002,400.503,833.276,-5.17645,4.97042,128.422,3558280.0,10589.2,315.434,279.656,269.216,4822.87,1350.28,3743.32,0.858015,0.858015,1.0,0.775573,0.775573,1.0,534.0,655.0,562.0,562.0,655.0,508.0,508.0,0.449117,0.550883,2293.34
E09,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Tunicamycin,0.106746,0.0288895,25.6852,26.147,1.82844,1.88268,616.373,326.029,397.585,4135630.0,360.513,5.55647,11.6837,658.273,899.365,320579.0,440689.0,17040.1,7791.7,12684.9,19912.0,7990.83,0.81776,8298520.0,7978780.0,3794560.0,9756870.0,3915510.0,357.032,487.226,2852980.0,0.00216879,0.00195394,0.0020697,0.00196636,391.561,569.903,415.903,568.291,167414000.0,170911000.0,166361000.0,170919000.0,1.5864,1.6725,1.60924,1.67129,5.20373e-05,4.66764e-05,5.21257e-05,4.68042e-05,3.3257,3.37556,3.34291,3.37487,-0.300451,-0.276735,-0.290033,-0.277184,0.826191,0.808107,0.817991,0.808564,0.162692,0.141772,0.152535,0.142263,104.822,106.004,105.115,106.005,2.22627,2.23275,2.22856,2.23269,5278.96,5354.12,5288.77,5354.18,20447.3,20641.0,20461.8,20642.1,265.338,290.256,8475.58,4395.8,2140760.0,5331140.0,335.026,538.917,-6.38717,965.414,10.4156,-5.15239,481.473,580.945,171.002,380.748,774.578,-5.65922,6.154,127.317,4077140.0,13162.4,305.496,256.512,300.865,4977.06,1432.84,4507.74,0.774245,0.774245,1.0,0.779014,0.779014,3.0,466.0,629.0,487.0,487.0,629.0,490.0,490.0,0.425571,0.574429,2194.53
I12,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.130245,0.0168304,24.1749,31.0729,1.01586,1.33955,546.827,357.652,454.983,4716600.0,470.797,4.79812,11.7589,595.822,924.334,253820.0,387296.0,16160.9,7775.77,13187.7,20258.6,8258.6,0.810991,6884560.0,6883970.0,3312480.0,8488350.0,3460350.0,455.739,533.903,3763770.0,0.0024206,0.00219134,0.00232765,0.00220083,458.1,643.102,471.521,640.51,206810000.0,210588000.0,205396000.0,210599000.0,1.61956,1.70093,1.63819,1.69985,4.86163e-05,4.38221e-05,4.91097e-05,4.39066e-05,3.38382,3.43158,3.39895,3.43094,-0.292564,-0.269824,-0.283572,-0.27015,0.822826,0.804763,0.815481,0.805014,0.153105,0.133566,0.143702,0.133602,111.494,112.715,111.802,112.715,2.2527,2.25859,2.25504,2.25845,5646.04,5723.26,5654.69,5723.32,21844.8,22041.6,21858.5,22043.2,331.468,510.481,9287.9,4484.44,1910370.0,4848280.0,322.72,506.092,-5.18851,1037.7,11.7724,-4.50302,496.861,619.331,171.013,399.357,830.156,-5.01089,13.7112,131.907,3446160.0,12113.9,297.91,238.273,386.081,5092.88,1778.73,4940.68,0.816092,0.816092,1.0,0.802682,0.802682,2.0,262.0,522.0,426.0,426.0,522.0,419.0,419.0,0.334184,0.665816,2333.29
O16,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.385638,0.152425,46.0732,47.6083,17.4936,18.1108,603.035,329.771,362.94,2282190.0,317.528,4.83551,7.69377,659.812,682.881,252708.0,251983.0,16088.9,6211.07,6920.55,15357.8,6130.94,0.652119,6162070.0,3695570.0,2378840.0,5667020.0,2256190.0,325.16,445.19,1993530.0,0.0023188,0.00208347,0.00218192,0.00209002,425.389,589.825,438.286,591.783,142271000.0,144935000.0,141354000.0,144867000.0,1.61328,1.69015,1.6323,1.69089,4.84645e-05,4.40263e-05,4.87809e-05,4.39038e-05,3.32996,3.37519,3.34579,3.37567,-0.281548,-0.259947,-0.271849,-0.259818,0.809094,0.791138,0.800611,0.791209,0.151884,0.133261,0.142146,0.133025,104.677,105.825,105.042,105.824,2.20425,2.21246,2.20823,2.21248,4991.54,5062.26,5006.24,5062.28,19286.4,19468.7,19325.1,19467.8,226.588,231.709,3039.08,3079.02,1179270.0,1622870.0,325.492,480.381,-4.76658,939.665,11.6855,-4.09268,454.883,567.713,171.009,373.846,754.998,-4.57496,7.24755,118.785,2033200.0,6057.0,330.983,267.724,262.96,4460.96,655.515,2988.6,0.717228,0.717228,1.0,0.691011,0.689139,0.0,465.0,534.0,383.0,383.0,534.0,369.0,368.0,0.465465,0.534535,1917.64
H08,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut,0.207634,0.082752,32.9746,39.9186,6.96664,8.23955,581.474,328.123,431.087,2634760.0,363.05,4.70083,11.0324,489.563,731.357,410743.0,587280.0,12260.3,5410.5,8029.82,14989.0,5708.53,0.707836,10286400.0,8519640.0,4534000.0,12036200.0,4566820.0,359.589,542.11,2052720.0,0.00351597,0.00326326,0.00339602,0.0032583,390.353,582.285,408.509,573.316,155537000.0,158006000.0,154461000.0,158069000.0,1.57945,1.6661,1.5966,1.66342,5.24825e-05,4.7002e-05,5.29976e-05,4.72215e-05,3.30455,3.35416,3.31876,3.3531,-0.305772,-0.281843,-0.296674,-0.282327,0.829743,0.811923,0.822686,0.812262,0.167746,0.147028,0.158581,0.14754,104.155,105.275,104.454,105.275,2.21869,2.22554,2.22093,2.2253,5321.37,5391.53,5331.38,5391.54,20622.6,20788.3,20639.5,20792.9,225.738,244.951,4106.9,2126.13,1781700.0,4357420.0,364.608,527.287,-4.78652,1198.65,10.8851,-4.39264,579.045,704.75,171.001,441.261,954.23,-4.88289,7.30348,171.004,2891720.0,8720.17,323.469,270.656,360.518,3821.2,998.578,3536.39,0.790763,0.789821,1.0,0.756833,0.754006,4.0,672.0,1061.0,839.0,838.0,1061.0,803.0,800.0,0.387767,0.612233,2229.45
C07,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Tunicamycin,0.150001,0.0426564,33.0544,43.9431,3.63033,4.70858,636.917,381.984,455.531,3778580.0,397.829,6.48428,12.9988,570.518,780.864,490075.0,654364.0,14250.5,5910.59,9891.99,16067.7,6149.47,0.697192,12241200.0,9387490.0,5077200.0,13464700.0,5140950.0,396.038,589.369,2435420.0,0.00226359,0.00202958,0.00217926,0.00202638,429.567,636.396,437.185,639.264,175410000.0,178946000.0,174464000.0,178930000.0,1.60111,1.6916,1.61727,1.69151,5.03121e-05,4.46099e-05,5.09822e-05,4.47348e-05,3.34394,3.397,3.35808,3.39664,-0.311643,-0.287007,-0.303136,-0.28714,0.838308,0.820536,0.83195,0.820595,0.165876,0.144204,0.156666,0.144206,109.916,111.209,110.247,111.21,2.25082,2.25776,2.25291,2.25782,5852.16,5935.92,5865.83,5935.9,22695.6,22908.5,22733.4,22906.9,284.31,283.058,5217.64,2287.47,1964930.0,4951540.0,385.377,568.192,-5.56217,1182.97,11.8317,-4.78601,572.862,696.117,171.074,437.276,941.865,-5.49758,10.3639,166.263,3610320.0,9705.16,325.506,321.586,310.921,4117.92,1060.49,3594.79,0.905163,0.905163,1.0,0.883035,0.880927,1.0,858.0,949.0,859.0,859.0,949.0,838.0,836.0,0.47482,0.52518,2540.5
N09,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.117834,0.019672,27.9011,25.5379,1.35907,1.25709,528.221,348.931,477.614,2444440.0,344.622,5.46042,11.2706,624.66,796.275,299837.0,367879.0,15578.8,6295.59,7005.51,19098.5,6822.69,0.531158,7477840.0,4686690.0,3021880.0,8823520.0,3152080.0,344.523,643.497,2350570.0,0.00211128,0.00191873,0.0020244,0.00191131,405.394,569.23,422.241,571.779,149564000.0,152267000.0,148554000.0,152207000.0,1.59641,1.67407,1.61647,1.67501,5.06781e-05,4.60801e-05,5.10201e-05,4.6052e-05,3.32527,3.37013,3.34099,3.37067,-0.286021,-0.264369,-0.276339,-0.264095,0.81412,0.796405,0.805862,0.796207,0.155233,0.136551,0.145595,0.136437,102.633,103.758,102.963,103.758,2.20835,2.21561,2.21141,2.21566,4979.7,5050.03,4992.29,5050.0,19256.0,19438.1,19285.5,19436.7,268.588,286.813,3126.51,3061.51,1469520.0,2091630.0,328.09,485.581,-5.32836,945.188,10.4039,-4.30687,459.168,571.447,171.0,375.666,760.369,-4.85223,5.25165,114.76,2085960.0,6351.52,309.714,272.421,357.641,4854.46,1100.04,4567.6,0.717489,0.717489,1.0,0.690583,0.690583,0.0,448.0,669.0,480.0,480.0,669.0,462.0,462.0,0.401074,0.598926,2067.65
C14,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Tunicamycin,0.219579,0.0997097,47.6924,43.8156,11.982,10.9538,587.965,331.024,379.364,2702970.0,325.227,5.40286,11.4834,615.386,869.438,215385.0,287784.0,17270.0,7163.91,8165.49,19270.8,7230.92,0.496691,6044510.0,3168210.0,2507370.0,6378630.0,2393440.0,327.672,457.124,2369370.0,0.00153572,0.00135885,0.0014444,0.00135926,437.672,619.594,455.803,622.319,198093000.0,202305000.0,196029000.0,202267000.0,1.63407,1.71651,1.65411,1.71789,4.59095e-05,4.12077e-05,4.62737e-05,4.11418e-05,3.41869,3.46621,3.43404,3.46691,-0.301575,-0.279855,-0.292128,-0.279529,0.834371,0.818254,0.827045,0.818038,0.146344,0.126777,0.136636,0.126449,115.168,116.477,115.404,116.477,2.28463,2.29092,2.28658,2.29092,6007.57,6094.45,6011.56,6094.4,23283.2,23521.4,23278.0,23519.9,235.5,231.564,4333.84,3898.69,1364540.0,1681530.0,339.748,550.087,-6.77452,924.907,10.7275,-5.52252,475.061,559.334,171.0,370.081,743.101,-6.15356,7.23539,123.957,2439690.0,7167.26,303.76,246.076,290.242,4617.52,1099.27,4130.9,0.902062,0.902062,1.0,0.853093,0.853093,0.0,192.0,388.0,350.0,350.0,388.0,331.0,331.0,0.331034,0.668966,2320.01
N07,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Sodium Arsenite,0.137036,0.0273075,26.9856,28.445,1.85203,1.96979,531.836,388.427,476.323,2383850.0,396.429,6.46619,9.89792,633.916,678.567,356261.0,358962.0,14034.3,5078.14,6137.18,14928.4,5235.39,0.537781,7887300.0,4246930.0,2853910.0,7897130.0,2769520.0,398.397,551.536,2085760.0,0.0019492,0.00174643,0.00186439,0.00175006,444.565,632.055,462.389,625.701,166455000.0,169603000.0,165322000.0,169611000.0,1.61524,1.6977,1.63368,1.69574,4.90136e-05,4.40704e-05,4.94191e-05,4.4218e-05,3.35236,3.39944,3.3674,3.39885,-0.293613,-0.271384,-0.284542,-0.271715,0.822498,0.805166,0.81506,0.805477,0.154272,0.13459,0.145085,0.135044,109.151,110.348,109.518,110.347,2.23445,2.24226,2.23765,2.24212,5538.7,5614.79,5554.21,5614.7,21439.5,21630.0,21477.5,21632.9,339.252,382.129,2130.77,1847.8,1038470.0,1474490.0,350.98,486.409,-5.34731,943.046,11.7505,-3.89636,467.431,569.444,171.0,374.692,757.502,-4.45131,8.29628,120.237,2190130.0,5473.44,316.492,280.36,406.683,4230.81,863.133,3482.22,0.812139,0.812139,1.0,0.764451,0.764451,0.0,475.0,692.0,562.0,562.0,692.0,529.0,529.0,0.407027,0.592973,2187.32
