Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
D15,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.239751,0.0944399,32.5685,33.5616,7.73125,8.05361,560.552,313.235,401.687,3006630.0,327.043,4.34386,10.7822,557.884,874.086,317994.0,509592.0,15143.5,7055.61,9598.63,19153.8,7425.19,0.624053,8631800.0,6968600.0,4021700.0,11166700.0,4328880.0,330.731,507.094,2455740.0,0.00134619,0.00118027,0.00125764,0.00118375,453.418,636.615,471.641,628.819,218668000.0,223053000.0,216863000.0,223135000.0,1.6474,1.72832,1.66552,1.72621,4.45878e-05,4.00875e-05,4.51716e-05,4.02668e-05,3.43719,3.48375,3.45194,3.48279,-0.295529,-0.274094,-0.28688,-0.274611,0.830538,0.8141,0.823571,0.814563,0.140271,0.12148,0.1313,0.121821,116.361,117.642,116.686,117.643,2.28863,2.29482,2.29133,2.29465,6018.39,6101.58,6029.23,6101.64,23311.3,23532.4,23331.0,23536.6,225.528,239.4,5438.12,3725.6,2123590.0,3948070.0,325.19,504.452,-5.38669,911.777,11.699,-4.47408,463.304,555.0,171.284,366.94,735.654,-5.02089,9.43416,118.931,2952320.0,8868.43,302.695,278.596,302.765,4252.56,1246.66,4327.57,0.785124,0.785124,1.0,0.80303,0.80303,11.0,483.0,726.0,570.0,570.0,726.0,583.0,583.0,0.399504,0.600496,2324.11
N06,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Sodium Arsenite,0.271695,0.0545088,27.3525,28.0012,3.73029,3.82396,529.349,299.38,428.173,1977880.0,312.638,6.69062,9.70748,693.866,725.175,347627.0,319802.0,15967.1,5592.57,6606.58,15899.8,5654.78,0.554961,7999530.0,3891280.0,2801880.0,7011800.0,2493760.0,313.868,568.548,1774850.0,0.00163944,0.00145353,0.00154106,0.00145238,481.226,660.714,499.248,657.403,245270000.0,249360000.0,243954000.0,249393000.0,1.6556,1.73382,1.67512,1.73259,4.43134e-05,3.9955e-05,4.46027e-05,4.00307e-05,3.43735,3.48229,3.45321,3.48214,-0.289123,-0.268273,-0.279984,-0.268358,0.824656,0.808278,0.817187,0.808304,0.138744,0.120086,0.129071,0.120303,117.898,119.165,118.247,119.166,2.28139,2.28793,2.28471,2.28793,6079.54,6161.2,6090.79,6161.34,23533.8,23749.6,23553.8,23751.8,216.656,225.981,3276.01,2520.99,1263020.0,1929570.0,325.479,473.505,-5.49099,894.948,12.1959,-4.15548,460.466,545.874,171.0,362.147,722.41,-4.60404,7.20864,117.707,1934090.0,5961.79,318.57,238.367,302.868,4228.49,843.205,3326.55,0.850594,0.850594,1.0,0.748727,0.748727,0.0,171.0,589.0,501.0,501.0,589.0,441.0,441.0,0.225,0.775,2226.12
G07,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut,0.1922,0.0677273,51.3536,49.8089,8.66928,8.4149,534.613,331.671,625.767,2174330.0,341.669,3.90043,10.4059,430.21,682.757,401816.0,674564.0,12123.8,5215.62,6555.69,15988.1,5426.69,0.478098,11323700.0,7552150.0,4871390.0,15796200.0,5350720.0,340.431,820.184,1847410.0,0.00173909,0.00155838,0.00164575,0.0015567,398.615,572.585,416.29,576.133,168919000.0,171470000.0,167801000.0,171433000.0,1.60395,1.68617,1.62278,1.68759,4.96371e-05,4.46942e-05,5.00212e-05,4.45986e-05,3.35318,3.40049,3.36922,3.40085,-0.30057,-0.278336,-0.291232,-0.278132,0.829545,0.812765,0.822269,0.812641,0.154941,0.135322,0.145278,0.135007,107.08,108.237,107.455,108.237,2.24296,2.24946,2.24599,2.24951,5412.69,5485.43,5428.39,5485.37,20967.7,21152.6,21007.1,21150.6,212.676,223.525,2587.52,1850.56,1728420.0,2980820.0,340.134,478.044,-5.28813,895.813,12.1121,-3.97053,456.173,545.633,171.0,362.499,722.431,-4.39641,9.29373,116.481,2195540.0,6430.82,304.335,258.099,498.621,3483.38,900.762,3839.09,0.810764,0.810764,1.0,0.857639,0.855903,3.0,641.0,1152.0,934.0,934.0,1152.0,988.0,986.0,0.357501,0.642499,2313.25
B11,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.149886,0.0532067,47.0076,60.0107,6.32149,7.94412,599.765,318.047,540.975,3051410.0,339.085,3.7051,7.90022,465.22,651.41,209814.0,300300.0,15459.5,7843.88,9594.21,18513.5,7947.35,0.557572,6972240.0,4758730.0,3537590.0,8534740.0,3663730.0,337.067,761.684,2678790.0,0.001247,0.00108113,0.00114717,0.00107923,468.203,668.267,496.61,664.769,300039000.0,305871000.0,298792000.0,305842000.0,1.66345,1.7491,1.68682,1.74781,4.26008e-05,3.78372e-05,4.26785e-05,3.7956e-05,3.49681,3.54602,3.51518,3.54561,-0.305942,-0.283941,-0.296064,-0.284097,0.84351,0.827713,0.836189,0.82781,0.136103,0.116569,0.126067,0.116664,124.279,125.668,124.635,125.666,2.33798,2.34309,2.34044,2.3429,6661.44,6754.71,6673.57,6754.49,25829.1,26079.5,25846.4,26080.3,248.041,267.219,6112.03,4633.81,2089850.0,3031570.0,324.251,546.105,-7.02391,905.196,10.744,-5.37126,468.253,548.621,171.0,365.01,727.73,-5.89075,6.86837,122.376,2936950.0,9556.81,305.479,231.447,335.293,3292.68,896.823,3291.39,0.909274,0.909274,1.0,0.929435,0.929435,0.0,133.0,496.0,451.0,451.0,496.0,461.0,461.0,0.211447,0.788553,2383.71
O10,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Sodium Arsenite,0.15239,0.0338117,25.2497,20.9578,2.13388,1.82929,466.239,342.533,359.313,2925060.0,320.74,5.69623,14.8327,697.876,1013.93,314742.0,515076.0,16242.0,6334.82,8539.49,24849.8,7168.4,0.459997,7325160.0,5806860.0,2857000.0,12623700.0,3641550.0,335.71,470.518,2406500.0,0.00162629,0.00146337,0.00153526,0.0014639,430.404,607.351,446.23,587.988,166387000.0,169479000.0,165157000.0,169607000.0,1.6261,1.70319,1.64605,1.6985,4.72418e-05,4.30345e-05,4.75243e-05,4.32822e-05,3.34524,3.38838,3.36097,3.38666,-0.279483,-0.259134,-0.269624,-0.259952,0.80945,0.792509,0.800778,0.793153,0.143826,0.126146,0.134288,0.126659,108.752,109.953,109.064,109.954,2.20889,2.21752,2.2127,2.21732,5444.99,5522.91,5454.39,5522.94,21078.3,21284.1,21095.9,21294.0,230.751,237.895,3955.18,2974.86,1341660.0,2689520.0,318.165,444.778,-3.93342,810.607,12.0087,-3.52238,422.701,500.385,171.0,340.213,656.648,-3.94736,11.1904,100.403,2063590.0,6683.23,294.313,254.585,338.368,5267.46,1209.97,5193.03,0.663235,0.663235,1.0,0.747059,0.747059,2.0,772.0,680.0,451.0,451.0,680.0,508.0,508.0,0.53168,0.46832,2106.28
H12,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT,0.0914069,0.0307161,30.5662,112.406,2.48784,8.56086,550.069,433.303,467.718,3957250.0,465.213,4.22771,9.14058,515.537,727.04,323757.0,455127.0,14938.3,7420.99,9132.75,17171.9,7501.47,0.678823,9381260.0,7297070.0,4660380.0,10749600.0,4688420.0,479.421,558.308,3596370.0,0.0022169,0.00197899,0.00211067,0.0019691,411.591,602.471,436.968,600.166,189462000.0,193372000.0,188818000.0,193381000.0,1.59706,1.68481,1.61867,1.68472,5.06214e-05,4.50359e-05,5.07049e-05,4.50885e-05,3.35586,3.40743,3.37261,3.40713,-0.299397,-0.27464,-0.289601,-0.274796,0.827137,0.808086,0.819364,0.808216,0.160585,0.139172,0.15071,0.138873,106.612,107.804,106.965,107.804,2.24522,2.25055,2.2478,2.25047,5343.24,5418.58,5356.48,5418.54,20682.3,20869.7,20709.0,20870.8,421.817,457.837,5223.83,4115.5,2584530.0,4173840.0,369.995,581.051,-5.29574,1394.51,10.7572,-4.69335,627.008,812.46,171.614,492.628,1108.8,-5.19777,6.73378,189.127,4599700.0,9167.86,299.952,486.688,355.045,4598.38,1550.1,4401.84,0.785,0.785,0.99875,0.7825,0.78125,9.0,411.0,800.0,628.0,628.0,799.0,626.0,625.0,0.339389,0.660611,2355.0
C08,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.314273,0.113405,46.1031,53.8966,13.1555,15.2453,602.857,283.56,495.352,4656740.0,335.674,4.44484,10.2123,549.109,799.079,308599.0,455475.0,15264.4,8278.75,16422.4,18337.9,8689.72,1.04323,8578610.0,10904500.0,4652660.0,10452600.0,4953140.0,333.406,616.136,2897210.0,0.00175935,0.00156157,0.00166781,0.00157243,451.275,655.724,472.193,644.933,224969000.0,228716000.0,223287000.0,228779000.0,1.63874,1.72631,1.65848,1.72283,4.57279e-05,4.06168e-05,4.60921e-05,4.09411e-05,3.42718,3.47834,3.44313,3.47641,-0.300208,-0.276691,-0.291137,-0.27772,0.833368,0.815497,0.826319,0.816265,0.14681,0.126213,0.137194,0.1267,114.999,116.29,115.355,116.291,2.28871,2.29382,2.29077,2.29355,5936.5,6020.15,5949.69,6020.2,22990.7,23203.2,23018.4,23208.8,226.477,252.972,12390.5,4974.59,2795720.0,8227300.0,332.285,551.593,-6.22769,934.907,10.9905,-5.21058,470.156,564.447,171.067,372.946,750.827,-5.81252,6.89328,121.221,5089900.0,18058.8,316.098,256.188,364.601,4088.14,1811.01,3835.5,0.846386,0.846386,1.0,0.858434,0.858434,0.0,421.0,664.0,562.0,562.0,664.0,570.0,570.0,0.388018,0.611982,2237.34
F07,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Tunicamycin,0.314228,0.111803,78.3051,66.1721,21.9486,18.6286,527.084,339.966,637.662,2687920.0,350.984,4.53763,11.3384,409.84,673.844,457381.0,792441.0,11956.4,6014.87,7906.44,16230.6,6482.97,0.547609,13343400.0,10452300.0,6706580.0,19087200.0,7623970.0,350.953,805.837,2275210.0,0.0018399,0.00164411,0.00174509,0.00164718,407.882,606.581,429.044,604.786,186496000.0,189294000.0,185371000.0,189294000.0,1.60175,1.69072,1.62126,1.68986,5.03263e-05,4.47522e-05,5.06581e-05,4.48864e-05,3.35396,3.40516,3.36991,3.40443,-0.304288,-0.279943,-0.294824,-0.280344,0.832874,0.814639,0.825621,0.814997,0.158892,0.137831,0.149184,0.137929,107.493,108.634,107.81,108.633,2.24811,2.25321,2.25014,2.2533,5500.06,5571.0,5511.46,5570.98,21308.8,21473.2,21328.4,21473.9,205.504,215.876,3430.36,2312.1,2578000.0,4534940.0,352.536,506.346,-5.04185,985.453,11.8198,-4.16391,489.155,590.192,171.0,386.004,788.678,-4.62282,9.53375,128.611,2849120.0,8148.69,301.046,268.892,499.118,3332.56,1175.02,3911.88,0.844175,0.843419,1.0,0.889561,0.889561,3.0,936.0,1322.0,1116.0,1115.0,1322.0,1176.0,1176.0,0.414526,0.585474,2482.8
F09,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.287902,0.121513,24.0906,38.1075,7.5864,11.4926,626.928,244.208,465.529,5455870.0,301.774,5.3895,10.5348,649.681,844.93,296904.0,388668.0,17958.5,9605.18,22341.1,19591.9,9383.51,1.26427,8207030.0,11394000.0,4389570.0,9012270.0,4307030.0,302.896,548.521,2842220.0,0.00173366,0.00155151,0.00164586,0.00154577,449.209,645.048,469.076,633.036,236698000.0,241038000.0,235320000.0,241172000.0,1.64691,1.73443,1.66802,1.73087,4.42176e-05,3.92307e-05,4.4536e-05,3.94361e-05,3.4555,3.50721,3.47242,3.50535,-0.291908,-0.268026,-0.282203,-0.268893,0.827861,0.808892,0.820043,0.809569,0.140017,0.119571,0.13032,0.120142,115.043,116.33,115.343,116.33,2.29618,2.30034,2.29804,2.30017,5789.27,5870.51,5795.43,5870.46,22399.9,22608.4,22401.4,22614.2,207.76,234.407,18705.8,6359.07,2906100.0,9539950.0,316.736,537.638,-6.21,969.494,10.1543,-5.22432,471.839,583.204,171.0,381.695,777.713,-5.79345,6.53993,118.29,4953610.0,19038.5,319.1,228.224,342.054,4342.77,1784.24,3835.99,0.896078,0.896078,1.0,0.901961,0.9,1.0,191.0,510.0,457.0,457.0,510.0,460.0,459.0,0.272468,0.727532,2394.26
M03,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Sodium Arsenite,0.120818,0.0294895,29.7031,29.4544,2.19751,2.17691,491.111,352.566,376.117,3113130.0,357.764,5.82622,13.3125,615.524,860.232,417941.0,564312.0,14263.3,5370.52,8829.92,17806.3,5890.48,0.631955,9684800.0,7381820.0,3646580.0,11680900.0,3864150.0,365.956,478.678,2155650.0,0.00295281,0.00272891,0.00283863,0.00271979,418.459,608.5,434.989,611.824,164387000.0,167247000.0,163269000.0,167210000.0,1.59451,1.67711,1.61203,1.67764,5.1393e-05,4.6357e-05,5.18708e-05,4.63461e-05,3.30778,3.35515,3.32249,3.35522,-0.298134,-0.275226,-0.288721,-0.275192,0.824376,0.806733,0.816858,0.806694,0.161861,0.142285,0.152547,0.142302,106.219,107.38,106.553,107.38,2.20891,2.21684,2.21217,2.21683,5432.93,5505.61,5446.27,5505.6,21046.8,21222.6,21077.0,21220.8,245.873,274.753,4136.6,1943.64,1319730.0,3458200.0,362.304,469.732,-1.89376,1162.93,12.5966,-2.96181,558.068,688.29,171.053,431.945,929.154,-3.71738,12.6536,167.728,2721450.0,8461.11,302.833,307.584,314.423,4256.39,996.583,4101.51,0.812201,0.812201,1.0,0.784689,0.784689,4.0,932.0,836.0,679.0,679.0,836.0,656.0,656.0,0.527149,0.472851,2246.82
J14,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT,0.15271,0.0306157,28.6269,28.6548,2.18743,2.19086,531.522,326.968,432.348,2291460.0,324.444,4.19218,10.0903,492.813,800.626,302587.0,496388.0,14028.9,6082.94,7008.21,18739.1,6525.6,0.46085,8613760.0,5354270.0,3728840.0,11618300.0,4045880.0,320.742,504.157,2093040.0,0.001611,0.00143466,0.00151757,0.00143728,429.224,599.021,445.89,591.84,208668000.0,212896000.0,206834000.0,212917000.0,1.62007,1.69898,1.63854,1.69686,4.8154e-05,4.35751e-05,4.86143e-05,4.37033e-05,3.39138,3.43688,3.40653,3.43624,-0.296926,-0.27563,-0.287782,-0.275949,0.828701,0.812474,0.821399,0.812705,0.148971,0.130096,0.139587,0.130365,112.336,113.577,112.618,113.578,2.26291,2.26962,2.2656,2.26951,5787.76,5868.24,5795.7,5868.37,22421.8,22639.3,22431.3,22643.5,226.957,230.218,3047.35,2784.06,1706630.0,2328180.0,323.61,489.274,-5.30172,879.085,11.3351,-4.41197,448.654,537.156,171.0,357.963,709.794,-4.93011,6.88742,113.952,2180150.0,6624.3,296.816,239.317,366.996,4138.12,1130.9,4386.88,0.803665,0.802356,1.0,0.811518,0.811518,0.0,414.0,764.0,614.0,613.0,764.0,620.0,620.0,0.351443,0.648557,2316.05
I14,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT,0.108881,0.0291218,27.1072,26.7131,1.96779,1.94189,490.841,302.531,389.098,3146720.0,338.827,4.20583,11.317,511.95,873.141,315873.0,570161.0,14199.3,7399.01,10401.3,20752.2,8466.5,0.633235,8760950.0,8581080.0,4557790.0,13551200.0,5528630.0,327.463,501.603,2772470.0,0.00165405,0.00147212,0.0015622,0.0014769,473.472,646.235,479.605,641.242,229352000.0,234300000.0,228460000.0,234322000.0,1.644,1.72319,1.66157,1.71985,4.55731e-05,4.10065e-05,4.60071e-05,4.13789e-05,3.4262,3.47202,3.44118,3.47024,-0.288052,-0.266493,-0.279275,-0.267418,0.822041,0.804789,0.814715,0.805478,0.141358,0.122402,0.132193,0.123238,115.257,116.522,115.641,116.524,2.27318,2.27869,2.27569,2.27856,5899.68,5983.57,5915.28,5983.7,22831.5,23061.2,22876.4,23064.2,233.676,274.539,6358.91,4084.91,2516310.0,5246100.0,312.02,487.293,-5.55106,919.231,11.6918,-4.36135,460.753,557.569,171.0,368.615,740.05,-4.85437,9.28415,117.783,2720810.0,9035.36,288.968,230.395,326.706,4794.91,1919.46,5502.61,0.747879,0.746667,1.0,0.791515,0.791515,0.0,470.0,825.0,617.0,616.0,825.0,653.0,653.0,0.362934,0.637066,2258.25
I11,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT,0.12826,0.0425621,33.7849,43.1494,3.66181,4.59069,559.597,323.994,508.822,2270670.0,317.8,4.12581,7.84483,531.792,682.67,245156.0,316759.0,16693.5,6781.75,7008.37,18376.8,6644.55,0.442193,7695710.0,3770500.0,3126390.0,8526830.0,3076430.0,316.599,679.608,2103660.0,0.00164816,0.00146064,0.00154213,0.00146511,426.747,595.17,449.128,597.35,212316000.0,216380000.0,211234000.0,216386000.0,1.63384,1.71267,1.65533,1.71363,4.56026e-05,4.1278e-05,4.59689e-05,4.11204e-05,3.42387,3.46916,3.44013,3.46951,-0.297242,-0.276356,-0.287907,-0.276187,0.831209,0.81539,0.82398,0.815323,0.143319,0.124528,0.133418,0.124388,114.768,116.019,115.099,116.019,2.28336,2.28938,2.28624,2.28956,5854.66,5935.53,5865.59,5935.48,22677.8,22897.5,22696.0,22896.2,240.184,239.347,3444.78,3481.38,1604920.0,1853290.0,318.251,481.55,-5.58806,879.485,11.7114,-4.44491,443.753,537.399,171.0,358.257,710.272,-4.89465,9.09229,108.53,2178740.0,6775.75,300.286,238.446,391.47,4141.83,830.866,3896.67,0.856877,0.856877,1.0,0.862454,0.860595,0.0,187.0,538.0,461.0,461.0,538.0,464.0,463.0,0.257931,0.742069,2243.44
O07,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Sodium Arsenite,0.0966539,0.0252917,30.2074,29.0643,1.89536,1.81031,458.75,322.876,440.571,2371480.0,335.917,6.55184,13.6205,674.829,902.698,403548.0,573213.0,14438.6,5543.34,7344.88,19534.3,5866.16,0.438765,8634280.0,5442560.0,3314920.0,12404300.0,3725010.0,332.52,662.795,1950620.0,0.00129147,0.00113295,0.00119268,0.00113263,455.208,633.501,480.928,637.919,189271000.0,192325000.0,187908000.0,192321000.0,1.65138,1.72942,1.67293,1.73064,4.40357e-05,3.97989e-05,4.41922e-05,3.96859e-05,3.41202,3.45662,3.42917,3.45713,-0.285955,-0.265521,-0.276015,-0.265285,0.820464,0.804027,0.812139,0.80383,0.136056,0.117951,0.12613,0.118009,114.22,115.479,114.573,115.48,2.25893,2.26653,2.26264,2.26665,5842.58,5923.85,5855.17,5923.99,22623.6,22839.8,22646.6,22838.1,245.653,276.522,3554.36,2433.74,1455380.0,2633780.0,317.172,446.94,-4.70201,788.454,11.9336,-3.71118,411.17,489.192,171.0,334.598,640.267,-4.16075,9.29605,94.3915,2028450.0,6417.06,297.482,235.949,396.409,4419.14,1090.15,4613.79,0.807018,0.807018,1.0,0.85695,0.85695,2.0,387.0,741.0,598.0,598.0,741.0,635.0,635.0,0.343085,0.656915,2265.71
F10,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.175541,0.0645681,51.6021,31.1671,8.33943,5.27713,636.529,326.759,634.036,3248310.0,342.051,6.68311,13.6811,780.034,1032.89,411078.0,550528.0,18050.0,7205.5,9940.97,21772.0,7530.52,0.535405,9512360.0,6213110.0,3797300.0,11604500.0,4013770.0,341.211,1038.2,2569500.0,0.00207959,0.00187095,0.00198045,0.00187211,416.53,595.431,434.437,600.09,178989000.0,183019000.0,177879000.0,182986000.0,1.61367,1.69817,1.63379,1.69883,4.84452e-05,4.32739e-05,4.86316e-05,4.32726e-05,3.37131,3.42107,3.38769,3.42102,-0.300246,-0.277168,-0.290712,-0.277244,0.829658,0.812175,0.822234,0.812229,0.154061,0.133472,0.1441,0.133617,109.252,110.537,109.592,110.538,2.25385,2.26071,2.25686,2.26069,5582.42,5666.06,5595.64,5666.11,21625.1,21852.9,21657.2,21850.8,239.135,260.224,5735.18,3865.64,2037190.0,3584490.0,344.855,527.234,-6.01321,978.886,10.3133,-5.01828,495.591,589.539,171.021,384.246,786.362,-5.51065,7.10686,131.12,2797400.0,8097.97,316.096,270.466,406.373,4962.32,1042.02,4683.08,0.8432,0.8432,1.0,0.8528,0.8528,1.0,506.0,625.0,527.0,527.0,625.0,533.0,533.0,0.447392,0.552608,2239.39
E09,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.11397,0.038809,34.7734,30.1908,3.48474,3.08942,617.124,309.096,546.893,2950570.0,326.265,4.87671,8.09809,569.915,694.937,208019.0,255042.0,17661.0,7859.98,9545.81,18970.2,7793.04,0.552561,6446280.0,3846960.0,2868890.0,6962060.0,2860050.0,324.505,748.713,2528880.0,0.00125704,0.0010856,0.00115961,0.00108883,444.617,618.805,453.809,620.231,233207000.0,238038000.0,231857000.0,238040000.0,1.6454,1.72763,1.66399,1.72648,4.4666e-05,3.988e-05,4.50046e-05,3.99618e-05,3.45175,3.5002,3.46732,3.49956,-0.293656,-0.271356,-0.284784,-0.271717,0.829868,0.812478,0.82279,0.812787,0.139154,0.11945,0.129585,0.119693,114.655,115.945,115.012,115.946,2.29753,2.30256,2.29973,2.30245,5857.19,5940.9,5870.73,5940.93,22676.1,22905.3,22712.3,22904.7,245.413,262.125,6088.87,4682.39,1709070.0,2453820.0,315.903,513.586,-6.39139,914.257,10.3126,-4.92628,460.2,554.054,171.0,367.381,735.356,-5.44705,5.68628,114.575,2456160.0,7712.74,307.666,245.173,383.663,3602.91,962.377,3263.59,0.905707,0.905707,1.0,0.91067,0.91067,1.0,114.0,403.0,365.0,365.0,403.0,367.0,367.0,0.220503,0.779497,2337.63
